X,Y,Z,B0
-25.0,-15.0,-40.0,0.04569287885052257
-20.0,-15.0,-40.0,0.04572289034622204
-15.0,-15.0,-40.0,0.045745469959915346
-10.0,-15.0,-40.0,0.045761202993397206
-5.0,-15.0,-40.0,0.0457707377172807
0.0,-15.0,-40.0,0.045774925016756986
5.0,-15.0,-40.0,0.04577436735634982
10.0,-15.0,-40.0,0.04576917823633183
15.0,-15.0,-40.0,0.045759311663480455
20.0,-15.0,-40.0,0.045745131584736975
25.0,-15.0,-40.0,0.04572734989886886
-25.0,-10.0,-40.0,0.04570449352783661
-20.0,-10.0,-40.0,0.04573375314457968
-15.0,-10.0,-40.0,0.04575549773126078
-10.0,-10.0,-40.0,0.0457701232697288
-5.0,-10.0,-40.0,0.0457784993918778
0.0,-10.0,-40.0,0.045781810659447995
5.0,-10.0,-40.0,0.04578082825489624
10.0,-10.0,-40.0,0.04577551833318517
15.0,-10.0,-40.0,0.045765408793972
20.0,-10.0,-40.0,0.04575040514940581
25.0,-10.0,-40.0,0.04573112260367637
-25.0,-5.0,-40.0,0.04571501278487512
-20.0,-5.0,-40.0,0.04574263782086635
-15.0,-5.0,-40.0,0.04576289845060204
-10.0,-5.0,-40.0,0.04577607683348385
-5.0,-5.0,-40.0,0.04578317034948504
0.0,-5.0,-40.0,0.045785556945791527
5.0,-5.0,-40.0,0.045784101948286415
10.0,-5.0,-40.0,0.045778669186060016
15.0,-5.0,-40.0,0.04576849706264425
20.0,-5.0,-40.0,0.04575314864796344
25.0,-5.0,-40.0,0.045733082489879825
-30.0,0.0,-40.0,0.04569042746499484
-25.0,0.0,-40.0,0.04572344204758978
-20.0,0.0,-40.0,0.04574894278739119
-15.0,0.0,-40.0,0.04576746174230232
-10.0,0.0,-40.0,0.04577919721475073
-5.0,0.0,-40.0,0.04578512376521503
0.0,0.0,-40.0,0.045786625066585755
5.0,0.0,-40.0,0.04578456827212789
10.0,0.0,-40.0,0.045778783298414415
15.0,0.0,-40.0,0.04576841823678018
20.0,0.0,-40.0,0.04575289821360278
25.0,0.0,-40.0,0.045732555952879075
30.0,0.0,-40.0,0.04570778378193971
-25.0,5.0,-40.0,0.04572917430838584
-20.0,5.0,-40.0,0.04575232470003503
-15.0,5.0,-40.0,0.04576903196759923
-10.0,5.0,-40.0,0.04577944773368844
-5.0,5.0,-40.0,0.045784383941222986
0.0,5.0,-40.0,0.04578505481886103
5.0,5.0,-40.0,0.045782243649045394
10.0,5.0,-40.0,0.045775814980646354
15.0,5.0,-40.0,0.04576502778135405
20.0,5.0,-40.0,0.045749389862798084
25.0,5.0,-40.0,0.04572916621839386
-25.0,10.0,-40.0,0.04573210839255924
-20.0,10.0,-40.0,0.04575270780510426
-15.0,10.0,-40.0,0.045767490727689326
-10.0,10.0,-40.0,0.04577660911740277
-5.0,10.0,-40.0,0.045780627285720576
0.0,10.0,-40.0,0.04578047343215871
5.0,10.0,-40.0,0.04577678727094752
10.0,10.0,-40.0,0.045769516898632116
15.0,10.0,-40.0,0.0457581833470586
20.0,10.0,-40.0,0.04574255623173388
25.0,10.0,-40.0,0.04572289928854682
-25.0,15.0,-40.0,0.04573237359257395
-20.0,15.0,-40.0,0.045750074091902945
-15.0,15.0,-40.0,0.04576266660467599
-10.0,15.0,-40.0,0.045770308096878605
-5.0,15.0,-40.0,0.045773300832755465
0.0,15.0,-40.0,0.0457722576528161
5.0,15.0,-40.0,0.04576765344023674
10.0,15.0,-40.0,0.04575953309957647
15.0,15.0,-40.0,0.04574773944194165
20.0,15.0,-40.0,0.04573240012918675
25.0,15.0,-40.0,0.045713874738826106
-20.0,20.0,-40.0,0.045744110681725396
-15.0,20.0,-40.0,0.04575418845497462
-10.0,20.0,-40.0,0.045760036768145766
-5.0,20.0,-40.0,0.04576175993923518
0.0,20.0,-40.0,0.04575972796103877
5.0,20.0,-40.0,0.04575427473668259
10.0,20.0,-40.0,0.045745511490416634
15.0,20.0,-40.0,0.0457335411609975
20.0,20.0,-40.0,0.045718818320514304
-15.0,25.0,-40.0,0.04574142743689549
-10.0,25.0,-40.0,0.04574519082961247
-5.0,25.0,-40.0,0.04574538203374588
0.0,25.0,-40.0,0.04574229740174196
5.0,25.0,-40.0,0.04573619799144764
10.0,25.0,-40.0,0.045727200430548585
15.0,25.0,-40.0,0.04571548348723078
0.0,30.0,-40.0,0.045719598187636636
-5.0,-35.0,-35.0,0.045682245395880144
0.0,-35.0,-35.0,0.045686211163567636
5.0,-35.0,-35.0,0.045689048235094586
-15.0,-30.0,-35.0,0.045682970760561485
-10.0,-30.0,-35.0,0.045692896965123256
-5.0,-30.0,-35.0,0.045699755227192565
0.0,-30.0,-35.0,0.045703828757885236
5.0,-30.0,-35.0,0.0457052240939798
10.0,-30.0,-35.0,0.045703932712701754
15.0,-30.0,-35.0,0.04570019857207447
-25.0,-25.0,-35.0,0.04565653024254686
-20.0,-25.0,-35.0,0.0456786416226697
-15.0,-25.0,-35.0,0.04569518844784531
-10.0,-25.0,-35.0,0.045707162463118296
-5.0,-25.0,-35.0,0.04571505184500737
0.0,-25.0,-35.0,0.04571915426779746
5.0,-25.0,-35.0,0.045719679554086894
10.0,-25.0,-35.0,0.04571684292698355
15.0,-25.0,-35.0,0.04571102508223196
20.0,-25.0,-35.0,0.04570277725832602
25.0,-25.0,-35.0,0.0456924000203009
-25.0,-20.0,-35.0,0.045663445250391496
-20.0,-20.0,-35.0,0.04568803908331621
-15.0,-20.0,-35.0,0.04570639742656278
-10.0,-20.0,-35.0,0.04571945965053209
-5.0,-20.0,-35.0,0.04572777559670657
0.0,-20.0,-35.0,0.04573174930964458
5.0,-20.0,-35.0,0.045731690930437933
10.0,-20.0,-35.0,0.0457278563686849
15.0,-20.0,-35.0,0.045720560221500436
20.0,-20.0,-35.0,0.04571020816840457
25.0,-20.0,-35.0,0.04569701525836214
-30.0,-15.0,-35.0,0.04563839220172139
-25.0,-15.0,-35.0,0.04567178088400133
-20.0,-15.0,-35.0,0.04569725338054579
-15.0,-15.0,-35.0,0.045716226564808254
-10.0,-15.0,-35.0,0.0457295151505788
-5.0,-15.0,-35.0,0.04573772182674627
0.0,-15.0,-35.0,0.04574137887938314
5.0,-15.0,-35.0,0.04574087966558305
10.0,-15.0,-35.0,0.04573644292743415
15.0,-15.0,-35.0,0.04572822999586935
20.0,-15.0,-35.0,0.045716476992485884
25.0,-15.0,-35.0,0.0457013542082787
30.0,-15.0,-35.0,0.04568244236953282
-30.0,-10.0,-35.0,0.0456476696688642
-25.0,-10.0,-35.0,0.04568054665638385
-20.0,-10.0,-35.0,0.0457057020817979
-15.0,-10.0,-35.0,0.04572434910608387
-10.0,-10.0,-35.0,0.0457371942971032
-5.0,-10.0,-35.0,0.045744884624960715
0.0,-10.0,-35.0,0.04574805928678136
5.0,-10.0,-35.0,0.04574716856935032
10.0,-10.0,-35.0,0.04574237050521197
15.0,-10.0,-35.0,0.04573365976425958
20.0,-10.0,-35.0,0.04572109274777083
25.0,-10.0,-35.0,0.045704763867570074
30.0,-10.0,-35.0,0.04568426532548152
-35.0,-5.0,-35.0,0.04561693468909231
-30.0,-5.0,-35.0,0.04565757435460561
-25.0,-5.0,-35.0,0.045688856326554984
-20.0,-5.0,-35.0,0.045712817711826434
-15.0,-5.0,-35.0,0.045730473889766976
-10.0,-5.0,-35.0,0.04574243452409975
-5.0,-5.0,-35.0,0.045749355871900765
0.0,-5.0,-35.0,0.045751930170231464
5.0,-5.0,-35.0,0.045750630935058045
10.0,-5.0,-35.0,0.045745563508617984
15.0,-5.0,-35.0,0.04573659760402447
20.0,-5.0,-35.0,0.04572364915693391
25.0,-5.0,-35.0,0.04570674007966949
30.0,-5.0,-35.0,0.04568550198515221
35.0,-5.0,-35.0,0.04565825981335485
-35.0,0.0,-35.0,0.04562948700541363
-30.0,0.0,-35.0,0.04566696605003757
-25.0,0.0,-35.0,0.04569592729120314
-20.0,0.0,-35.0,0.04571810144315937
-15.0,0.0,-35.0,0.04573434002589893
-10.0,0.0,-35.0,0.04574516351177386
-5.0,0.0,-35.0,0.04575118651338678
0.0,0.0,-35.0,0.045753085247299694
5.0,0.0,-35.0,0.045751320638462045
10.0,0.0,-35.0,0.04574597026223535
15.0,0.0,-35.0,0.04573685267658952
20.0,0.0,-35.0,0.04572381865615313
25.0,0.0,-35.0,0.04570684391952562
30.0,0.0,-35.0,0.045685599631311156
35.0,0.0,-35.0,0.04565867695960856
-35.0,5.0,-35.0,0.0456409669787784
-30.0,5.0,-35.0,0.045674966647417714
-25.0,5.0,-35.0,0.045701196803191194
-20.0,5.0,-35.0,0.04572118529617041
-15.0,5.0,-35.0,0.04573571776831968
-10.0,5.0,-35.0,0.04574524559102454
-5.0,5.0,-35.0,0.04575029517962327
0.0,5.0,-35.0,0.04575146247037612
5.0,5.0,-35.0,0.04574916476003904
10.0,5.0,-35.0,0.04574348147578727
15.0,5.0,-35.0,0.04573426021204824
20.0,5.0,-35.0,0.04572137005696304
25.0,5.0,-35.0,0.04570476140012194
30.0,5.0,-35.0,0.04568405944380615
35.0,5.0,-35.0,0.045657972633849936
-30.0,10.0,-35.0,0.04568128916257688
-25.0,10.0,-35.0,0.04570441757480726
-20.0,10.0,-35.0,0.045721849042755884
-15.0,10.0,-35.0,0.04573440015979076
-10.0,10.0,-35.0,0.045742466709705894
-5.0,10.0,-35.0,0.045746452799592746
0.0,10.0,-35.0,0.0457468291493574
5.0,10.0,-35.0,0.04574394852949721
10.0,10.0,-35.0,0.04573791611637039
15.0,10.0,-35.0,0.0457286732452385
20.0,10.0,-35.0,0.04571618068288956
25.0,10.0,-35.0,0.045700388060783456
30.0,10.0,-35.0,0.045680769217396486
-30.0,15.0,-35.0,0.045686306628456026
-25.0,15.0,-35.0,0.04570558485674327
-20.0,15.0,-35.0,0.04571994609339531
-15.0,15.0,-35.0,0.045730168383815654
-10.0,15.0,-35.0,0.04573654395762356
-5.0,15.0,-35.0,0.045739326596736636
0.0,15.0,-35.0,0.04573884317431021
5.0,15.0,-35.0,0.04573537395468188
10.0,15.0,-35.0,0.04572905997207283
15.0,15.0,-35.0,0.045719969335329444
20.0,15.0,-35.0,0.045708210548084195
25.0,15.0,-35.0,0.04569380469035623
30.0,15.0,-35.0,0.04567612453550997
-25.0,20.0,-35.0,0.04570469504902736
-20.0,20.0,-35.0,0.04571528114209522
-15.0,20.0,-35.0,0.045722756820386054
-10.0,20.0,-35.0,0.045727156227489685
-5.0,20.0,-35.0,0.0457285569378788
0.0,20.0,-35.0,0.04572715225799171
5.0,20.0,-35.0,0.0457231557998857
10.0,20.0,-35.0,0.045716737310503325
15.0,20.0,-35.0,0.04570808174793342
20.0,20.0,-35.0,0.045697471283960504
25.0,20.0,-35.0,0.04568514523958972
-25.0,25.0,-35.0,0.0457015861857912
-20.0,25.0,-35.0,0.04570761488917955
-15.0,25.0,-35.0,0.045711910375353146
-10.0,25.0,-35.0,0.045714028122796665
-5.0,25.0,-35.0,0.045713863712873094
0.0,25.0,-35.0,0.0457115110249246
5.0,25.0,-35.0,0.04570713368191082
10.0,25.0,-35.0,0.0457009147268708
15.0,25.0,-35.0,0.04569310554739462
20.0,25.0,-35.0,0.045684123826499654
25.0,25.0,-35.0,0.04567458150162036
-15.0,30.0,-35.0,0.04569765586558261
-10.0,30.0,-35.0,0.045697122062178276
-5.0,30.0,-35.0,0.04569521398871937
0.0,30.0,-35.0,0.045691937247191235
5.0,30.0,-35.0,0.045687411390650204
10.0,30.0,-35.0,0.04568185099427362
15.0,30.0,-35.0,0.045675540732700075
-5.0,35.0,-35.0,0.04567310657473942
0.0,35.0,-35.0,0.04566898205017464
5.0,35.0,-35.0,0.045664568425022506
0.0,-40.0,-30.0,0.045652523962413746
-15.0,-35.0,-30.0,0.045656720053244684
-10.0,-35.0,-30.0,0.045661588291803314
-5.0,-35.0,-30.0,0.045665367454083144
0.0,-35.0,-30.0,0.04566799697442279
5.0,-35.0,-30.0,0.04566926348194809
10.0,-35.0,-30.0,0.045668681523642195
15.0,-35.0,-30.0,0.04566621386761712
-25.0,-30.0,-30.0,0.04564554899612542
-20.0,-30.0,-30.0,0.04565757075852417
-15.0,-30.0,-30.0,0.04566730738763487
-10.0,-30.0,-30.0,0.0456747144524227
-5.0,-30.0,-30.0,0.045679771743860814
0.0,-30.0,-30.0,0.04568250006657026
5.0,-30.0,-30.0,0.04568286187245729
10.0,-30.0,-30.0,0.04568081007457121
15.0,-30.0,-30.0,0.04567657213153834
20.0,-30.0,-30.0,0.045670928416961985
25.0,-30.0,-30.0,0.04566518999826444
-30.0,-25.0,-30.0,0.045626421283768315
-25.0,-25.0,-30.0,0.04564761835417786
-20.0,-25.0,-30.0,0.04566443947123397
-15.0,-25.0,-30.0,0.0456772802214853
-10.0,-25.0,-30.0,0.045686564096055024
-5.0,-25.0,-30.0,0.04569255933699525
0.0,-25.0,-30.0,0.045695433023535334
5.0,-25.0,-30.0,0.04569529702434133
10.0,-25.0,-30.0,0.04569228307077414
15.0,-25.0,-30.0,0.04568666620799345
20.0,-25.0,-30.0,0.04567894068250865
25.0,-25.0,-30.0,0.045669801592308976
30.0,-25.0,-30.0,0.04566039655127074
-30.0,-20.0,-30.0,0.045627268922539814
-25.0,-20.0,-30.0,0.045652115811297515
-20.0,-20.0,-30.0,0.045671661525925084
-15.0,-20.0,-30.0,0.045686391639439106
-10.0,-20.0,-30.0,0.04569684010661236
-5.0,-20.0,-30.0,0.0457033983683915
0.0,-20.0,-30.0,0.045706347324339494
5.0,-20.0,-30.0,0.04570589929697385
10.0,-20.0,-30.0,0.04570224908748088
15.0,-20.0,-30.0,0.04569564519525852
20.0,-20.0,-30.0,0.04568643170044148
25.0,-20.0,-30.0,0.04567505125209287
30.0,-20.0,-30.0,0.0456622711207111
-35.0,-15.0,-30.0,0.04559948914562302
-30.0,-15.0,-30.0,0.04563157652687193
-25.0,-15.0,-30.0,0.04565805687520072
-20.0,-15.0,-30.0,0.045678819792428015
-15.0,-15.0,-30.0,0.04569440063205884
-10.0,-15.0,-30.0,0.04570533742475992
-5.0,-15.0,-30.0,0.04571207167030903
0.0,-15.0,-30.0,0.045714960534534714
5.0,-15.0,-30.0,0.0457142760271131
10.0,-15.0,-30.0,0.04571022005345541
15.0,-15.0,-30.0,0.045702980334131324
20.0,-15.0,-30.0,0.04569278404927403
25.0,-15.0,-30.0,0.04567990404473343
30.0,-15.0,-30.0,0.045664740641091495
35.0,-15.0,-30.0,0.0456484557838241
-35.0,-10.0,-30.0,0.045605438833469104
-30.0,-10.0,-30.0,0.045638024329176456
-25.0,-10.0,-30.0,0.045664630441802564
-20.0,-10.0,-30.0,0.04568546046316737
-15.0,-10.0,-30.0,0.04570104717974713
-10.0,-10.0,-30.0,0.0457118939822506
-5.0,-10.0,-30.0,0.0457184552915122
0.0,-10.0,-30.0,0.04572113131855227
5.0,-10.0,-30.0,0.04572022319152535
10.0,-10.0,-30.0,0.04571591501689486
15.0,-10.0,-30.0,0.045708324643804
20.0,-10.0,-30.0,0.045697576202473354
25.0,-10.0,-30.0,0.04568380873085126
30.0,-10.0,-30.0,0.04566714451017084
35.0,-10.0,-30.0,0.04564793165654844
-35.0,-5.0,-30.0,0.0456143914321033
-30.0,-5.0,-30.0,0.04564560558628957
-25.0,-5.0,-30.0,0.04567112401535466
-20.0,-5.0,-30.0,0.045691128513296014
-15.0,-5.0,-30.0,0.04570606265524648
-10.0,-5.0,-30.0,0.04571636465812972
-5.0,-5.0,-30.0,0.04572247131288274
0.0,-5.0,-30.0,0.045724793161410336
5.0,-5.0,-30.0,0.04572363697284034
10.0,-5.0,-30.0,0.04571916385738337
15.0,-5.0,-30.0,0.045711436040702165
20.0,-5.0,-30.0,0.0457005036184388
25.0,-5.0,-30.0,0.04568642530306472
30.0,-5.0,-30.0,0.045669206038378984
35.0,-5.0,-30.0,0.04564892118386684
-40.0,0.0,-30.0,0.0455933389652011
-35.0,0.0,-30.0,0.045624890384798486
-30.0,0.0,-30.0,0.04565335672766456
-25.0,0.0,-30.0,0.0456768868918449
-20.0,0.0,-30.0,0.04569539572373929
-15.0,0.0,-30.0,0.04570918045144329
-10.0,0.0,-30.0,0.0457185947166125
-5.0,0.0,-30.0,0.04572403052235344
0.0,0.0,-30.0,0.045725877493829156
5.0,0.0,-30.0,0.045724430046858514
10.0,0.0,-30.0,0.04571983313575904
15.0,0.0,-30.0,0.045712123152515646
20.0,0.0,-30.0,0.04570131773046901
25.0,0.0,-30.0,0.045687449814958564
30.0,0.0,-30.0,0.04567053584806764
35.0,0.0,-30.0,0.045650782616143984
40.0,0.0,-30.0,0.0456298556175353
-35.0,5.0,-30.0,0.045635506253664505
-30.0,5.0,-30.0,0.045660469922623154
-25.0,5.0,-30.0,0.04568139626672931
-20.0,5.0,-30.0,0.04569790189214445
-15.0,5.0,-30.0,0.04571014765382576
-10.0,5.0,-30.0,0.045718402123852926
-5.0,5.0,-30.0,0.04572299234462018
0.0,5.0,-30.0,0.04572426089979851
5.0,5.0,-30.0,0.04572247695032745
10.0,5.0,-30.0,0.04571778122729223
15.0,5.0,-30.0,0.045710218476690594
20.0,5.0,-30.0,0.045699815337987046
25.0,5.0,-30.0,0.04568661250705074
30.0,5.0,-30.0,0.04567067127172055
35.0,5.0,-30.0,0.045652426128191564
-35.0,10.0,-30.0,0.04564559175303218
-30.0,10.0,-30.0,0.045666563538014474
-25.0,10.0,-30.0,0.045684348520107665
-20.0,10.0,-30.0,0.04569838437905691
-15.0,10.0,-30.0,0.045708731944173776
-10.0,10.0,-30.0,0.04571557431877422
-5.0,10.0,-30.0,0.04571915629430461
0.0,10.0,-30.0,0.04571975377406077
5.0,10.0,-30.0,0.04571760217083578
10.0,10.0,-30.0,0.04571284909581778
15.0,10.0,-30.0,0.045705577313199394
20.0,10.0,-30.0,0.0456958591723183
25.0,10.0,-30.0,0.04568376581690216
30.0,10.0,-30.0,0.04566937789902344
35.0,10.0,-30.0,0.04565321913759738
-35.0,15.0,-30.0,0.045655798518897624
-30.0,15.0,-30.0,0.045671808058451696
-25.0,15.0,-30.0,0.045685665478825715
-20.0,15.0,-30.0,0.04569666475693929
-15.0,15.0,-30.0,0.04570471774710029
-10.0,15.0,-30.0,0.04570987877010237
-5.0,15.0,-30.0,0.04571228420465376
0.0,15.0,-30.0,0.04571212853620751
5.0,15.0,-30.0,0.04570960805228346
10.0,15.0,-30.0,0.045704883170111774
15.0,15.0,-30.0,0.04569809434284169
20.0,15.0,-30.0,0.04568939545109898
25.0,15.0,-30.0,0.04567893909596539
30.0,15.0,-30.0,0.04566686434302902
35.0,15.0,-30.0,0.045653694092841174
-30.0,20.0,-30.0,0.04567672763285914
-25.0,20.0,-30.0,0.04568538388291271
-20.0,20.0,-30.0,0.045692607627693435
-15.0,20.0,-30.0,0.045697908644428555
-10.0,20.0,-30.0,0.04570109349238415
-5.0,20.0,-30.0,0.04570214930253639
0.0,20.0,-30.0,0.04570117787330315
5.0,20.0,-30.0,0.045698332792584374
10.0,20.0,-30.0,0.04569378625893285
15.0,20.0,-30.0,0.045687742197233025
20.0,20.0,-30.0,0.04568046954121888
25.0,20.0,-30.0,0.04567231102984989
30.0,20.0,-30.0,0.04566370120216715
-30.0,25.0,-30.0,0.04568175607347651
-25.0,25.0,-30.0,0.04568354365816778
-20.0,25.0,-30.0,0.04568614008560208
-15.0,25.0,-30.0,0.04568818541027072
-10.0,25.0,-30.0,0.045689077843271586
-5.0,25.0,-30.0,0.045688616291531106
0.0,25.0,-30.0,0.04568679952050338
5.0,25.0,-30.0,0.045683733604872136
10.0,25.0,-30.0,0.04567959955886232
15.0,25.0,-30.0,0.04567465789633274
20.0,25.0,-30.0,0.04566930178550514
25.0,25.0,-30.0,0.04566419080047621
30.0,25.0,-30.0,0.04566050678953475
-25.0,30.0,-30.0,0.045680334037176876
-20.0,30.0,-30.0,0.04567746502343003
-15.0,30.0,-30.0,0.04567567287633998
-10.0,30.0,-30.0,0.04567390337512525
-5.0,30.0,-30.0,0.04567176515392769
0.0,30.0,-30.0,0.04566911804645075
5.0,30.0,-30.0,0.04566599891267255
10.0,30.0,-30.0,0.04566261713234712
15.0,30.0,-30.0,0.045659301998820595
20.0,30.0,-30.0,0.04565652025131488
25.0,30.0,-30.0,0.04565522965374922
-15.0,35.0,-30.0,0.04566099249865815
-10.0,35.0,-30.0,0.04565602173276493
-5.0,35.0,-30.0,0.0456520704184892
0.0,35.0,-30.0,0.04564867364128527
5.0,35.0,-30.0,0.04564570026667207
10.0,35.0,-30.0,0.045643503485151525
15.0,35.0,-30.0,0.045642649025155344
0.0,40.0,-30.0,0.04562675128281929
-15.0,-40.0,-25.0,0.04563193332569518
-10.0,-40.0,-25.0,0.04563449844503634
-5.0,-40.0,-25.0,0.0456367309083911
0.0,-40.0,-25.0,0.045638350192732
5.0,-40.0,-25.0,0.045638753321878604
10.0,-40.0,-25.0,0.045636650734938035
15.0,-40.0,-25.0,0.045631274357479
-25.0,-35.0,-25.0,0.04563592773496629
-20.0,-35.0,-25.0,0.04563989501786041
-15.0,-35.0,-25.0,0.04564421846996965
-10.0,-35.0,-25.0,0.04564809499109154
-5.0,-35.0,-25.0,0.04565087838631596
0.0,-35.0,-25.0,0.04565218743120472
5.0,-35.0,-25.0,0.04565159527368144
10.0,-35.0,-25.0,0.04564860299475078
15.0,-35.0,-25.0,0.04564313533603458
20.0,-35.0,-25.0,0.045636138289339254
25.0,-35.0,-25.0,0.04562952556750679
-30.0,-30.0,-25.0,0.04562671815139861
-25.0,-30.0,-25.0,0.045638130501019836
-20.0,-30.0,-25.0,0.04564733398947695
-15.0,-30.0,-25.0,0.04565471460025165
-10.0,-30.0,-25.0,0.04566025699791057
-5.0,-30.0,-25.0,0.04566380456637427
0.0,-30.0,-25.0,0.045665184177399246
5.0,-30.0,-25.0,0.04566420309566465
10.0,-30.0,-25.0,0.04566071650776589
15.0,-30.0,-25.0,0.04565483744656131
20.0,-30.0,-25.0,0.04564713400409365
25.0,-30.0,-25.0,0.04563861474624879
30.0,-30.0,-25.0,0.04563063851434814
-35.0,-25.0,-25.0,0.045605405023276445
-30.0,-25.0,-25.0,0.04562470840130233
-25.0,-25.0,-25.0,0.045641007935601614
-20.0,-25.0,-25.0,0.045653960006562556
-15.0,-25.0,-25.0,0.045663836850436894
-10.0,-25.0,-25.0,0.04567087919879802
-5.0,-25.0,-25.0,0.04567519692762167
0.0,-25.0,-25.0,0.04567681383108841
5.0,-25.0,-25.0,0.045675718950584566
10.0,-25.0,-25.0,0.04567193840308176
15.0,-25.0,-25.0,0.045665637421993185
20.0,-25.0,-25.0,0.045657206393424514
25.0,-25.0,-25.0,0.04564732822092291
30.0,-25.0,-25.0,0.045637260043149434
35.0,-25.0,-25.0,0.04562992455705258
-35.0,-20.0,-25.0,0.04560285614791621
-30.0,-20.0,-25.0,0.04562559211339368
-25.0,-20.0,-25.0,0.04564488671069395
-20.0,-20.0,-25.0,0.04566022038527363
-15.0,-20.0,-25.0,0.04567179708842186
-10.0,-20.0,-25.0,0.04567992644531719
-5.0,-20.0,-25.0,0.045684843203880304
0.0,-20.0,-25.0,0.04568670008435139
5.0,-20.0,-25.0,0.04568560312201921
10.0,-20.0,-25.0,0.04568166182201511
15.0,-20.0,-25.0,0.04567504924924965
20.0,-20.0,-25.0,0.04566605962020439
25.0,-20.0,-25.0,0.045655197638789384
30.0,-20.0,-25.0,0.045643480980383545
35.0,-20.0,-25.0,0.045633324083324336
-40.0,-15.0,-25.0,0.04557711411634869
-35.0,-15.0,-25.0,0.04560397452415267
-30.0,-15.0,-25.0,0.045628720828948345
-25.0,-15.0,-25.0,0.045649559649853906
-20.0,-15.0,-25.0,0.045666121817817006
-15.0,-15.0,-25.0,0.045678606091511635
-10.0,-15.0,-25.0,0.04568733112061165
-5.0,-15.0,-25.0,0.04569258250382229
0.0,-15.0,-25.0,0.045694585067244956
5.0,-15.0,-25.0,0.045693511088298985
10.0,-15.0,-25.0,0.0456895054690297
15.0,-15.0,-25.0,0.04568272596557028
20.0,-15.0,-25.0,0.045673389907084964
25.0,-15.0,-25.0,0.04566184430982675
